Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro16_bce_p3,0.3,0.0001,0.2,1.0,0.4583333333333333,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro16_bce_p3,0.4,0.0001,0.05,1.0,0.5180722891566265,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro16_bce_p3,0.5,0.1,0.5,1.0,0.4782608695652174,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro16_bce_p3,0.6,0.0001,0.1,1.0,0.509090909090909,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro16_bce_p3,0.7,0.001,0.5,1.0,0.5238095238095238,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro16_bce_p3,0.8,0.001,0.5,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro16_bce_p3,0.9,0.1,0.9,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.05,0.001,0.9,1.0,0.4817518248175182,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.1,1.0,0.8,1.0,0.4846153846153846,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.2,0.001,0.05,1.0,0.4655172413793103,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.3,0.0001,0.05,1.0,0.4752475247524752,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.4,0.1,0.9,1.0,0.4942528735632184,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.5,0.0001,0.8,1.0,0.3611111111111111,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.6,0.0001,0.9,1.0,0.4655172413793103,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.7,0.001,0.99,1.0,0.3863636363636363,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.8,0.01,0.2,1.0,0.5172413793103449,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro26_bde_p3,0.9,0.001,0.5,1.0,0.4,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.05,0.0001,0.9,1.0,0.2679738562091503,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.1,0.001,0.5,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.2,0.001,0.8,1.0,0.2170542635658914,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.3,0.001,0.2,1.0,0.6283185840707964,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.4,0.001,0.1,1.0,0.6494845360824743,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.5,0.1,0.1,1.0,0.6419753086419753,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.6,0.0001,0.2,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.7,0.0001,0.05,1.0,0.6122448979591837,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.8,0.1,0.9,1.0,0.5757575757575758,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro1_bcf_p3,0.9,0.1,0.1,1.0,0.7647058823529411,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.05,0.0001,0.99,1.0,0.5666666666666667,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.1,0.01,0.8,1.0,0.5555555555555556,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.2,0.001,0.5,1.0,0.5921052631578947,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.3,0.001,0.2,1.0,0.631578947368421,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.4,0.0001,0.99,1.0,0.5964912280701754,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.5,0.1,0.2,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.6,0.0001,0.8,1.0,0.5526315789473685,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.7,0.0001,0.2,1.0,0.5263157894736842,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.8,0.0001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro27_bcf_p3,0.9,1.0,0.2,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.05,0.0001,0.99,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.1,0.0001,0.9,1.0,0.6122448979591837,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.2,0.001,0.1,1.0,0.6136363636363636,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.3,0.001,0.2,1.0,0.6578947368421053,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.4,0.0001,0.8,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.5,0.001,0.5,1.0,0.6296296296296297,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.6,0.001,0.05,1.0,0.5909090909090909,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.7,0.0001,0.1,1.0,0.5882352941176471,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.8,0.0001,0.2,1.0,0.5454545454545454,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro6_bde_p3,0.9,0.0001,0.8,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.05,0.0001,0.8,1.0,0.6910569105691057,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.1,0.0001,0.9,1.0,0.7008547008547008,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.2,0.001,0.05,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.3,0.0001,0.99,1.0,0.7362637362637363,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.4,0.1,0.8,1.0,0.7435897435897436,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.5,0.0001,0.1,1.0,0.7692307692307693,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.6,0.001,0.05,1.0,0.7115384615384616,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.7,0.0001,0.9,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.8,0.0001,0.9,1.0,0.6538461538461539,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro30_bde_p3,0.9,0.001,0.1,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.05,0.001,0.5,1.0,0.2525773195876288,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.1,0.001,0.5,1.0,0.6304347826086957,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.2,0.001,0.2,1.0,0.2317073170731707,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.3,0.1,0.2,1.0,0.2517482517482518,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.4,0.001,0.8,1.0,0.6991869918699187,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.5,0.001,0.8,1.0,0.7450980392156863,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.6,0.001,0.2,1.0,0.7073170731707317,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.7,0.001,0.05,1.0,0.6935483870967742,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.8,0.1,0.05,1.0,0.7317073170731707,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro28_bce_p3,0.9,0.001,0.05,1.0,0.7619047619047619,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.05,0.0001,0.1,1.0,0.437037037037037,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.1,0.0001,0.9,1.0,0.4296875,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.2,0.1,0.5,1.0,0.4298245614035088,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.3,0.0001,0.2,1.0,0.44,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.4,0.0001,0.2,1.0,0.4186046511627907,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.5,0.0001,0.9,1.0,0.4084507042253521,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.6,0.0001,0.99,1.0,0.3684210526315789,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.7,0.0001,0.99,1.0,0.4186046511627907,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.8,0.1,0.05,1.0,0.5172413793103449,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro2_bce_p3,0.9,0.1,0.2,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.05,0.0001,0.2,1.0,0.6528925619834711,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.1,0.0001,0.5,1.0,0.6462882096069869,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.2,0.0001,0.99,1.0,0.6176470588235294,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.3,0.001,0.05,1.0,0.6292134831460674,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.4,0.0001,0.05,1.0,0.5882352941176471,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.5,0.1,0.2,1.0,0.6456692913385826,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.6,0.0001,0.05,1.0,0.6764705882352942,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.7,0.001,0.05,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.8,0.001,0.2,1.0,0.6470588235294118,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro10_bdf_p3,0.9,0.1,0.2,1.0,0.5384615384615384,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.05,0.0001,0.05,1.0,0.5510204081632653,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.1,0.0001,0.8,1.0,0.6086956521739131,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.2,0.1,0.1,1.0,0.6585365853658537,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.3,0.001,0.1,1.0,0.6388888888888888,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.4,0.001,0.05,1.0,0.6774193548387096,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.5,0.0001,0.8,1.0,0.7307692307692307,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.6,0.0001,0.5,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.7,0.001,0.8,1.0,0.625,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.8,0.0001,0.99,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu19_bde_p3,0.9,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.05,0.001,0.05,1.0,0.6404494382022472,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.1,0.0001,0.1,1.0,0.6190476190476191,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.2,0.1,0.9,1.0,0.6133333333333333,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.3,0.001,0.1,1.0,0.6515151515151515,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.4,0.0001,0.99,1.0,0.6964285714285714,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.5,0.0001,0.2,1.0,0.6808510638297872,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.6,0.0001,0.05,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.7,0.0001,0.8,1.0,0.75,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.8,0.0001,0.8,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu18_bde_p3,0.9,0.001,0.5,1.0,0.8,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.05,0.0001,0.1,1.0,0.2043795620437956,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.1,0.001,0.8,1.0,0.7307692307692307,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.2,0.1,0.8,1.0,0.7327586206896551,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.3,0.0001,0.05,1.0,0.7326732673267327,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.4,0.001,0.05,1.0,0.6896551724137931,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.5,0.1,0.1,1.0,0.625,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.6,0.0001,0.1,1.0,0.6206896551724138,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.7,0.0001,0.1,1.0,0.6818181818181818,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.8,0.0001,0.1,1.0,0.7241379310344828,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro7_bde_p3,0.9,0.001,0.2,1.0,0.7333333333333333,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.05,0.001,0.1,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.1,0.001,0.5,1.0,0.7345132743362832,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.2,0.0001,0.1,1.0,0.73,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.3,0.001,0.05,1.0,0.7045454545454546,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.4,0.001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.5,0.001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.6,0.0001,0.1,1.0,0.64,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.7,0.001,0.2,1.0,0.6578947368421053,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.8,0.001,0.1,1.0,0.8,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu12_bdf_p3,0.9,0.0001,0.1,1.0,0.8461538461538461,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.05,0.001,0.5,1.0,0.6730769230769231,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.1,0.0001,0.1,1.0,0.5306122448979592,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.2,0.0001,0.05,1.0,0.6590909090909091,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.3,0.01,0.2,1.0,0.631578947368421,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.4,0.001,0.8,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.5,0.001,0.1,1.0,0.7037037037037037,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.6,0.001,0.1,1.0,0.7727272727272727,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.7,0.001,0.1,1.0,0.7647058823529411,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.8,0.001,0.1,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu20_bdf_p3,0.9,0.0001,0.8,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.05,0.01,0.05,1.0,0.5240963855421686,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.1,0.01,0.9,1.0,0.5095541401273885,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.2,0.1,0.8,1.0,0.5285714285714286,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.3,0.001,0.99,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.4,0.1,0.5,1.0,0.4666666666666667,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.5,0.001,0.5,1.0,0.425287356321839,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.6,0.01,0.05,1.0,0.4,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.7,0.001,0.1,1.0,0.320754716981132,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.8,0.01,0.9,1.0,0.3142857142857143,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu14_bcf_p3,0.9,0.0001,0.1,1.0,0.3888888888888889,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.05,0.0001,0.5,1.0,0.6468253968253969,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.1,0.1,0.2,1.0,0.6527196652719666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.2,0.0001,0.9,1.0,0.6509433962264151,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.3,0.001,0.05,1.0,0.6290322580645161,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.4,0.001,0.1,1.0,0.6226415094339622,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.5,0.1,0.05,1.0,0.6090225563909775,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.6,0.0001,0.99,1.0,0.6132075471698113,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.7,0.0001,0.9,1.0,0.6375,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.8,0.0001,0.1,1.0,0.5849056603773585,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro32_bdf_p3,0.9,0.0001,0.1,1.0,0.5925925925925926,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.05,0.0001,0.1,1.0,0.5423728813559322,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.1,0.001,0.99,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.2,0.1,0.8,1.0,0.6308724832214765,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.3,0.001,0.1,1.0,0.6412213740458015,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.4,0.0001,0.1,1.0,0.6517857142857143,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.5,0.001,0.05,1.0,0.6774193548387096,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.6,0.001,0.05,1.0,0.5866666666666667,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.7,0.001,0.05,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.8,0.1,0.2,1.0,0.5789473684210527,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,stu16_bcf_p3,0.9,0.001,0.05,1.0,0.7894736842105263,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.05,0.001,0.05,1.0,0.6211340206185567,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.1,0.0001,0.5,1.0,0.6141304347826086,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.2,0.0001,0.8,1.0,0.599388379204893,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.3,0.0001,0.2,1.0,0.6083916083916084,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.4,0.0001,0.8,1.0,0.6122448979591837,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.5,0.0001,0.05,1.0,0.5882352941176471,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.6,0.0001,0.1,1.0,0.5365853658536586,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.7,0.01,0.5,1.0,0.5284552845528455,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro19_bcf_p3,0.8,0.5,0.8,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
